ID,Marca,Modelo,Ano,Cor,Combustível,Potência (cv),Número de Portas,Quilômetros,Condição,Garantia (meses),Cidade,Estado,Preço (R$)
246,BMW,Z4,2014,Azul,Gasolina,200,4,42,Novo,24,Florianópolis,SC,40205.05
247,Hyundai,i30,2023,Branco,Flex,85,4,54,Novo,0,Manaus,AM,12706.13
248,Audi,A3,2020,Branco,Híbrido,250,4,76193,Usado - Bom Estado,0,Belém,PA,32308.22
249,Audi,A4,2023,Vermelho,Gasolina,250,5,64386,Usado - Bom Estado,0,Fortaleza,CE,36253.31
250,Kia,Soul,2016,Preto,Gasolina,150,5,186808,Usado - Regular,36,Florianópolis,SC,4000.0
251,Volkswagen,T-Cross,2016,Beige,Elétrico,60,4,106,Novo,24,Porto Alegre,RS,10566.71
252,Hyundai,Bayon,2019,Prata,Flex,130,4,128,Novo,24,Salvador,BA,11947.59
253,Kia,Soul,2022,Vermelho,Gasolina,60,4,189539,Usado - Regular,6,Salvador,BA,4000.0
254,Volkswagen,Tiguan,2022,Laranja,Gasolina,75,4,65693,Usado - Bom Estado,48,Belo Horizonte,MG,7282.09
255,Honda,Civic,2024,Preto,Gasolina,120,5,40688,Usado - Bom Estado,48,Recife,PE,10322.21
256,Chevrolet,S10,2013,Verde,Flex,75,4,16498,Usado - Como Novo,0,Goiânia,GO,5583.6
257,BMW,520i,2024,Branco,Flex,320,4,299,Novo,6,Florianópolis,SC,64888.27
258,Fiat,Palio,2018,Prata,Gasolina,60,4,5407,Usado - Como Novo,6,São Paulo,SP,5579.79
259,Chevrolet,Trax,2020,Vermelho,Flex,100,4,33632,Usado - Como Novo,48,Belo Horizonte,MG,8869.05
260,Toyota,RAV4,2018,Cinza,Flex,200,4,104915,Usado - Bom Estado,24,Rio de Janeiro,RJ,8944.04
261,Ford,Fusion,2023,Branco,Flex,110,4,84914,Usado - Bom Estado,24,Florianópolis,SC,6771.35
262,Audi,TT,2016,Verde,Gasolina,150,2,462,Novo,12,Porto Alegre,RS,35580.94
263,Honda,HR-V,2024,Preto,Flex,200,2,95285,Usado - Bom Estado,48,Porto Alegre,RS,9431.59
264,Chevrolet,S10,2017,Azul,Diesel,130,4,340230,Usado - Regular,0,Florianópolis,SC,4000.0
265,Kia,Sportage,2015,Cinza,Híbrido,75,4,98280,Usado - Bom Estado,12,Manaus,AM,4609.83
266,Fiat,Uno,2025,Verde,Diesel,110,4,349,Novo,0,Curitiba,PR,10367.49
267,Fiat,Uno,2023,Prata,Elétrico,110,4,497,Novo,24,São Paulo,SP,11679.17
268,Fiat,Punto,2018,Laranja,Diesel,100,4,112006,Usado - Bom Estado,24,Belo Horizonte,MG,4418.42
269,Volkswagen,Polo,2012,Azul,Gasolina,130,5,24259,Usado - Como Novo,0,Porto Alegre,RS,6450.47
270,Volkswagen,T-Cross,2015,Verde,Flex,85,4,66329,Usado - Bom Estado,36,Salvador,BA,5035.51
271,Nissan,March,2014,Vermelho,Flex,85,4,422,Novo,0,Goiânia,GO,7481.16
272,Nissan,Leaf,2024,Laranja,Flex,60,5,81691,Usado - Bom Estado,0,Porto Alegre,RS,5738.79
273,Kia,Stinger,2015,Verde,Flex,60,4,17717,Usado - Como Novo,6,Manaus,AM,5256.32
274,Mercedes,GLA 200,2012,Azul,Híbrido,300,2,78,Novo,36,Belo Horizonte,MG,36829.43
275,Chevrolet,S10,2023,Prata,Híbrido,100,4,53510,Usado - Bom Estado,0,Salvador,BA,7738.64
276,Chevrolet,S10,2024,Branco,Flex,110,5,54860,Usado - Bom Estado,0,Porto Alegre,RS,7601.84
277,Nissan,X-Trail,2013,Azul,Gasolina,85,2,80259,Usado - Bom Estado,24,Manaus,AM,4000.0
278,Ford,Ecosport,2023,Azul,Gasolina,100,2,137,Novo,36,Salvador,BA,11252.72
279,Fiat,Punto,2022,Vermelho,Diesel,75,2,89227,Usado - Bom Estado,24,Belém,PA,4878.27
280,Nissan,Leaf,2024,Marrom,Diesel,85,4,9587,Usado - Como Novo,24,Florianópolis,SC,10226.02
281,Mercedes,Sprinter,2020,Marrom,Flex,320,4,264057,Usado - Regular,24,Curitiba,PR,13656.08
282,Volkswagen,Tiguan,2018,Verde,Diesel,130,2,220048,Usado - Regular,24,Rio de Janeiro,RJ,4000.0
283,Hyundai,Creta,2024,Prata,Diesel,75,4,23584,Usado - Como Novo,12,Porto Alegre,RS,11587.04
284,Toyota,RAV4,2017,Marrom,Gasolina,120,4,21667,Usado - Como Novo,24,São Paulo,SP,11493.64
285,Chevrolet,Malibu,2013,Laranja,Gasolina,60,4,269,Novo,24,Recife,PE,7225.57
286,Toyota,Corolla,2012,Prata,Híbrido,150,5,68915,Usado - Bom Estado,24,Porto Alegre,RS,6286.79
287,Hyundai,HB20,2013,Vermelho,Elétrico,130,5,166268,Usado - Regular,24,Belo Horizonte,MG,4000.0
288,Chevrolet,Trax,2018,Cinza,Gasolina,60,2,86154,Usado - Bom Estado,0,Manaus,AM,5188.89
289,Volkswagen,Tiguan,2013,Laranja,Flex,130,5,4278,Usado - Como Novo,48,Salvador,BA,7265.78
290,Ford,Focus,2014,Marrom,Gasolina,110,4,396,Novo,48,Belo Horizonte,MG,8171.68
291,Toyota,RAV4,2019,Preto,Diesel,100,4,133,Novo,24,Belém,PA,15634.9
292,Toyota,Hilux,2018,Preto,Flex,120,2,82421,Usado - Bom Estado,0,Curitiba,PR,6386.09
293,Nissan,X-Trail,2023,Preto,Gasolina,100,5,159862,Usado - Regular,6,Curitiba,PR,4000.0
294,Hyundai,i30,2022,Azul,Flex,85,4,81486,Usado - Bom Estado,36,Curitiba,PR,7237.95
295,Honda,CR-V,2022,Cinza,Flex,80,4,115453,Usado - Bom Estado,6,Belo Horizonte,MG,7222.09
296,Chevrolet,Onix,2025,Prata,Flex,130,2,31757,Usado - Como Novo,24,Curitiba,PR,9564.41
297,Fiat,Uno,2022,Prata,Flex,150,2,60924,Usado - Bom Estado,0,Salvador,BA,4605.29
298,Honda,Fit,2020,Preto,Gasolina,80,4,11743,Usado - Como Novo,48,Rio de Janeiro,RJ,11280.58
299,Ford,Focus,2023,Cinza,Híbrido,60,4,237841,Usado - Regular,36,Belo Horizonte,MG,4000.0
300,Toyota,RAV4,2015,Branco,Gasolina,150,4,45,Novo,36,Salvador,BA,13246.84
301,Toyota,Yaris,2018,Laranja,Gasolina,120,4,72768,Usado - Bom Estado,36,Porto Alegre,RS,8409.19
302,Chevrolet,S10,2012,Marrom,Elétrico,110,2,59619,Usado - Bom Estado,0,São Paulo,SP,4203.49
303,Chevrolet,Onix,2022,Vermelho,Flex,75,5,80772,Usado - Bom Estado,0,Manaus,AM,6037.04
304,Ford,Focus,2022,Preto,Flex,130,2,2134,Usado - Como Novo,24,Florianópolis,SC,8651.48
305,Fiat,Palio,2013,Cinza,Flex,75,4,33235,Usado - Como Novo,36,Fortaleza,CE,4116.26
306,Audi,TT,2018,Azul,Elétrico,300,4,84131,Usado - Bom Estado,36,Florianópolis,SC,34928.51
307,Chevrolet,Onix,2013,Prata,Diesel,85,4,223960,Usado - Regular,24,Porto Alegre,RS,4000.0
308,Volkswagen,T-Cross,2017,Prata,Flex,150,2,5350,Usado - Como Novo,24,Belém,PA,8615.93
309,Nissan,Leaf,2024,Azul,Diesel,100,4,2561,Usado - Como Novo,0,Curitiba,PR,10360.45
310,Volkswagen,Polo,2021,Vermelho,Híbrido,110,5,15636,Usado - Como Novo,48,Recife,PE,13763.45
311,Hyundai,Tucson,2023,Azul,Flex,130,4,49066,Usado - Bom Estado,6,Belém,PA,8014.14
312,Toyota,Hilux,2020,Preto,Diesel,150,4,210094,Usado - Regular,0,Curitiba,PR,4355.56
313,Toyota,Corolla,2022,Branco,Gasolina,180,2,77786,Usado - Bom Estado,24,Manaus,AM,8469.11
314,Audi,A4,2016,Azul,Gasolina,180,4,454,Novo,0,Curitiba,PR,37807.36
315,Kia,Seltos,2021,Branco,Gasolina,100,4,93029,Usado - Bom Estado,48,Curitiba,PR,5778.71
316,Fiat,Punto,2018,Prata,Elétrico,60,4,486,Novo,12,Rio de Janeiro,RJ,8271.37
317,Hyundai,HB20,2024,Verde,Gasolina,150,4,86,Novo,6,Fortaleza,CE,13693.26
318,Honda,Fit,2012,Verde,Gasolina,200,2,321,Novo,0,Curitiba,PR,8359.29
319,Honda,HR-V,2019,Laranja,Flex,180,4,66408,Usado - Bom Estado,24,Goiânia,GO,8658.56
320,Volkswagen,Gol,2020,Branco,Flex,150,4,289663,Usado - Regular,12,Fortaleza,CE,4000.0
321,Chevrolet,S10,2024,Vermelho,Diesel,150,5,13544,Usado - Como Novo,6,Salvador,BA,12663.32
322,Fiat,Uno,2016,Cinza,Flex,75,4,12739,Usado - Como Novo,0,Florianópolis,SC,5225.11
323,Ford,Ecosport,2017,Beige,Flex,85,4,114550,Usado - Bom Estado,6,Curitiba,PR,4698.37
324,Volkswagen,Tiguan,2024,Azul,Flex,85,2,12737,Usado - Como Novo,36,Curitiba,PR,12122.56
325,BMW,X1,2022,Beige,Gasolina,300,5,135,Novo,36,Recife,PE,59923.46
326,Fiat,500,2019,Marrom,Flex,130,4,248,Novo,24,Recife,PE,9709.67
327,Chevrolet,S10,2015,Verde,Diesel,75,4,17212,Usado - Como Novo,36,Goiânia,GO,7170.89
328,Ford,Ka,2013,Marrom,Flex,75,4,100916,Usado - Bom Estado,24,São Paulo,SP,4256.35
329,Hyundai,Tucson,2021,Cinza,Gasolina,150,5,263,Novo,0,Rio de Janeiro,RJ,11753.23
330,Volkswagen,Polo,2019,Vermelho,Gasolina,75,2,38447,Usado - Como Novo,48,Porto Alegre,RS,7621.45
331,Volkswagen,Tiguan,2013,Branco,Elétrico,100,4,25855,Usado - Como Novo,24,São Paulo,SP,7382.21
332,Fiat,500,2016,Azul,Gasolina,85,2,81658,Usado - Bom Estado,36,Goiânia,GO,4000.0
333,Toyota,Yaris,2024,Marrom,Híbrido,100,4,457,Novo,48,Manaus,AM,23813.29
334,Toyota,Camry,2017,Marrom,Flex,200,5,131640,Usado - Regular,48,Recife,PE,4756.82
335,Toyota,Yaris,2016,Marrom,Diesel,80,4,32396,Usado - Como Novo,48,Belo Horizonte,MG,10782.52
336,Toyota,RAV4,2017,Vermelho,Flex,80,4,23367,Usado - Como Novo,24,Belo Horizonte,MG,9494.77
337,Kia,Sportage,2017,Azul,Diesel,100,4,3769,Usado - Como Novo,24,Manaus,AM,8665.55
338,Fiat,Doblo,2014,Vermelho,Flex,75,4,14797,Usado - Como Novo,0,Recife,PE,4786.2
339,Hyundai,HB20,2022,Laranja,Gasolina,150,4,13311,Usado - Como Novo,6,Curitiba,PR,9179.02
340,Toyota,Yaris,2022,Prata,Gasolina,200,4,238439,Usado - Regular,24,Recife,PE,4996.91
341,Chevrolet,Equinox,2014,Prata,Elétrico,75,2,213,Novo,6,Rio de Janeiro,RJ,8372.42
342,Hyundai,Tucson,2020,Marrom,Flex,130,4,348,Novo,12,Manaus,AM,12636.45
343,Honda,CR-V,2014,Beige,Diesel,120,4,471,Novo,0,Florianópolis,SC,11435.62
344,Hyundai,i30,2014,Preto,Híbrido,75,4,97512,Usado - Bom Estado,36,Fortaleza,CE,4143.93
345,Hyundai,HB20,2022,Laranja,Flex,110,4,196,Novo,24,Curitiba,PR,11183.58
346,Ford,Focus,2025,Verde,Híbrido,150,4,25237,Usado - Como Novo,36,Manaus,AM,13476.34
347,Ford,Fusion,2013,Cinza,Flex,130,2,23947,Usado - Como Novo,12,Belém,PA,5041.63
348,Toyota,Corolla,2018,Laranja,Elétrico,120,5,84745,Usado - Bom Estado,36,Manaus,AM,11445.03
349,Hyundai,i30,2021,Prata,Híbrido,60,4,275,Novo,12,Florianópolis,SC,12947.16
350,Ford,Focus,2021,Vermelho,Híbrido,85,4,30243,Usado - Como Novo,24,Porto Alegre,RS,10473.28
351,Chevrolet,Malibu,2015,Beige,Gasolina,60,5,459,Novo,0,São Paulo,SP,7268.23
352,Kia,Picanto,2012,Branco,Híbrido,75,5,67,Novo,0,Fortaleza,CE,7383.21
353,Ford,Focus,2017,Branco,Flex,150,4,82694,Usado - Bom Estado,36,Porto Alegre,RS,6605.24
354,Honda,Fit,2016,Branco,Gasolina,200,4,56537,Usado - Bom Estado,48,Porto Alegre,RS,7663.93
355,Toyota,Corolla,2025,Verde,Flex,180,2,301431,Usado - Regular,12,Porto Alegre,RS,4546.34
356,Ford,Fusion,2022,Cinza,Gasolina,110,4,190855,Usado - Regular,36,Salvador,BA,4000.0
357,Toyota,Corolla,2013,Prata,Diesel,150,4,24097,Usado - Como Novo,6,Recife,PE,8586.34
358,Chevrolet,Onix,2017,Marrom,Flex,75,5,75657,Usado - Bom Estado,36,Manaus,AM,5223.02
359,BMW,Z4,2012,Beige,Híbrido,320,4,48900,Usado - Bom Estado,24,Salvador,BA,26376.71
360,Chevrolet,Equinox,2014,Cinza,Diesel,85,4,13310,Usado - Como Novo,0,Porto Alegre,RS,6867.52
361,Hyundai,Creta,2015,Azul,Híbrido,150,4,485,Novo,0,Belo Horizonte,MG,10024.69
362,Ford,Ecosport,2024,Prata,Elétrico,75,2,31038,Usado - Como Novo,24,Curitiba,PR,9836.43
363,Hyundai,Bayon,2014,Vermelho,Elétrico,150,5,132241,Usado - Regular,0,Recife,PE,4000.0
364,Chevrolet,Equinox,2024,Branco,Flex,130,4,64531,Usado - Bom Estado,24,Belo Horizonte,MG,7576.04
365,BMW,520i,2017,Laranja,Gasolina,320,5,27658,Usado - Como Novo,36,Fortaleza,CE,43970.43
366,Hyundai,Bayon,2022,Azul,Flex,75,4,43645,Usado - Bom Estado,6,Goiânia,GO,7266.97
367,Audi,Q3,2015,Preto,Flex,150,4,75709,Usado - Bom Estado,24,São Paulo,SP,23676.86
368,Mercedes,GLA 200,2025,Laranja,Flex,300,4,116039,Usado - Bom Estado,24,Goiânia,GO,34867.29
369,Honda,Civic,2012,Beige,Diesel,180,2,89336,Usado - Bom Estado,48,Florianópolis,SC,6020.25
370,Toyota,Hilux,2016,Verde,Flex,100,4,59389,Usado - Bom Estado,24,Goiânia,GO,7492.0
371,Toyota,Hilux,2016,Prata,Gasolina,150,4,207145,Usado - Regular,6,Recife,PE,4000.0
372,Toyota,Yaris,2020,Beige,Gasolina,80,4,106102,Usado - Bom Estado,0,Manaus,AM,8364.33
373,Toyota,Yaris,2019,Branco,Flex,80,5,41311,Usado - Bom Estado,24,Recife,PE,9130.25
374,Ford,Focus,2019,Cinza,Diesel,150,5,12792,Usado - Como Novo,0,Rio de Janeiro,RJ,8811.69
375,Toyota,Camry,2016,Marrom,Diesel,80,5,106159,Usado - Bom Estado,0,Manaus,AM,6779.54
376,Volkswagen,T-Cross,2019,Cinza,Híbrido,75,5,325297,Usado - Regular,0,Salvador,BA,4000.0
377,Kia,Picanto,2025,Marrom,Flex,150,4,33074,Usado - Como Novo,24,Rio de Janeiro,RJ,10989.19
378,Toyota,Camry,2021,Cinza,Gasolina,120,4,26028,Usado - Como Novo,36,Belém,PA,13397.15
379,Nissan,X-Trail,2018,Prata,Gasolina,60,2,18044,Usado - Como Novo,24,Fortaleza,CE,6701.23
380,Volkswagen,Tiguan,2012,Cinza,Híbrido,85,4,4334,Usado - Como Novo,6,Manaus,AM,6373.31
381,Toyota,RAV4,2023,Prata,Gasolina,180,4,104517,Usado - Bom Estado,36,Salvador,BA,9907.81
382,Fiat,Palio,2018,Marrom,Gasolina,150,4,39217,Usado - Como Novo,12,Goiânia,GO,5984.92
383,Ford,Ranger,2022,Laranja,Flex,85,4,10952,Usado - Como Novo,24,Porto Alegre,RS,9341.28
384,Kia,Stinger,2019,Beige,Flex,60,4,139253,Usado - Regular,48,Porto Alegre,RS,4000.0
385,Fiat,Palio,2014,Vermelho,Flex,150,4,163,Novo,36,Salvador,BA,6564.53
386,Nissan,March,2020,Prata,Diesel,85,2,492,Novo,48,Belo Horizonte,MG,10248.44
387,Volkswagen,Gol,2019,Cinza,Diesel,100,2,21604,Usado - Como Novo,0,São Paulo,SP,8752.58
388,Honda,HR-V,2013,Laranja,Flex,120,4,169764,Usado - Regular,24,Rio de Janeiro,RJ,4000.0
389,Fiat,Uno,2017,Prata,Gasolina,110,4,17,Novo,48,Belém,PA,7548.56
390,Nissan,Sentra,2015,Verde,Flex,100,4,209,Novo,6,São Paulo,SP,6983.58
391,Audi,Q3,2014,Cinza,Diesel,280,2,16894,Usado - Como Novo,0,Fortaleza,CE,29773.33
392,Hyundai,Tucson,2022,Vermelho,Elétrico,85,4,64146,Usado - Bom Estado,0,Rio de Janeiro,RJ,8684.29
393,Hyundai,i30,2017,Azul,Híbrido,150,4,81723,Usado - Bom Estado,48,Salvador,BA,6812.32
394,Nissan,Sentra,2021,Prata,Flex,60,4,314,Novo,12,Porto Alegre,RS,10152.37
395,Volkswagen,Gol,2024,Preto,Diesel,85,2,179214,Usado - Regular,6,Manaus,AM,4074.41
396,BMW,Z4,2020,Laranja,Híbrido,150,4,20039,Usado - Como Novo,24,Fortaleza,CE,52779.83
397,Kia,Soul,2013,Prata,Diesel,60,2,25130,Usado - Como Novo,24,São Paulo,SP,5871.97
398,Hyundai,HB20,2021,Cinza,Gasolina,100,4,18000,Usado - Como Novo,48,Belo Horizonte,MG,9898.48
399,Fiat,Uno,2021,Azul,Diesel,130,4,63378,Usado - Bom Estado,12,Goiânia,GO,5223.35
400,Fiat,Palio,2021,Marrom,Diesel,100,4,79320,Usado - Bom Estado,48,Belém,PA,5160.86
401,Toyota,Hilux,2016,Verde,Gasolina,100,4,280292,Usado - Regular,6,São Paulo,SP,4000.0
402,Mercedes,C 300,2017,Azul,Flex,200,2,86713,Usado - Bom Estado,24,Goiânia,GO,21732.33
403,Chevrolet,Malibu,2015,Verde,Diesel,60,4,141329,Usado - Regular,36,Salvador,BA,4000.0
404,Nissan,March,2018,Azul,Elétrico,60,4,309,Novo,12,Fortaleza,CE,11467.33
405,Volkswagen,Gol,2013,Marrom,Híbrido,85,4,315483,Usado - Regular,6,Goiânia,GO,4000.0
406,Mercedes,GLA 200,2018,Cinza,Flex,230,4,365,Novo,36,Belo Horizonte,MG,44112.14
407,Hyundai,Bayon,2013,Azul,Diesel,85,5,24906,Usado - Como Novo,36,Belo Horizonte,MG,6705.5
408,Toyota,Camry,2012,Preto,Flex,200,4,29751,Usado - Como Novo,6,São Paulo,SP,7566.94
409,Mercedes,GLA 200,2022,Marrom,Híbrido,250,4,17317,Usado - Como Novo,24,Curitiba,PR,51155.67
410,Toyota,Camry,2016,Marrom,Flex,200,4,138203,Usado - Regular,0,Florianópolis,SC,4154.4
411,Volkswagen,T-Cross,2013,Cinza,Gasolina,150,4,2732,Usado - Como Novo,48,Salvador,BA,7527.49
412,BMW,520i,2019,Beige,Flex,230,5,26749,Usado - Como Novo,0,Recife,PE,45668.98
413,BMW,X1,2023,Prata,Diesel,230,4,32843,Usado - Como Novo,12,Curitiba,PR,51848.9
414,Chevrolet,Equinox,2023,Prata,Flex,100,2,83338,Usado - Bom Estado,24,Belo Horizonte,MG,6422.67
415,Ford,Ka,2023,Beige,Diesel,100,2,104119,Usado - Bom Estado,48,Florianópolis,SC,6530.47
416,Hyundai,Tucson,2019,Marrom,Gasolina,85,4,37684,Usado - Como Novo,36,Manaus,AM,8883.17
417,Volkswagen,Tiguan,2012,Vermelho,Gasolina,100,4,166991,Usado - Regular,24,Belo Horizonte,MG,4000.0
418,Volkswagen,Tiguan,2015,Preto,Flex,75,2,182789,Usado - Regular,48,Belém,PA,4000.0
419,Ford,Focus,2025,Laranja,Flex,85,4,104299,Usado - Bom Estado,0,Recife,PE,6131.25
420,Fiat,Uno,2020,Laranja,Flex,75,4,60569,Usado - Bom Estado,48,Belo Horizonte,MG,4964.73
421,Nissan,March,2016,Cinza,Diesel,60,4,232,Novo,6,Porto Alegre,RS,8222.39
422,Nissan,Kicks,2023,Preto,Gasolina,130,2,52873,Usado - Bom Estado,36,Rio de Janeiro,RJ,7091.17
423,Toyota,Hilux,2022,Prata,Flex,100,5,77664,Usado - Bom Estado,6,Belo Horizonte,MG,8002.03
424,Chevrolet,Onix,2021,Azul,Gasolina,110,4,320161,Usado - Regular,12,Salvador,BA,4000.0
425,Toyota,Camry,2024,Azul,Flex,180,5,99248,Usado - Bom Estado,48,Belo Horizonte,MG,11244.55
426,Chevrolet,Malibu,2017,Laranja,Gasolina,130,4,87461,Usado - Bom Estado,12,Belém,PA,4951.47
427,Hyundai,Tucson,2014,Marrom,Híbrido,75,4,104087,Usado - Bom Estado,48,Florianópolis,SC,5622.37
428,Mercedes,GLA 200,2016,Prata,Flex,250,2,121889,Usado - Regular,24,Porto Alegre,RS,13555.02
429,Volkswagen,Gol,2025,Preto,Diesel,75,4,18,Novo,6,Goiânia,GO,14361.69
430,Toyota,Hilux,2023,Marrom,Diesel,80,4,53727,Usado - Bom Estado,12,Rio de Janeiro,RJ,9586.06
431,Honda,CR-V,2024,Verde,Gasolina,200,4,21634,Usado - Como Novo,0,Recife,PE,15198.36
432,Fiat,Uno,2024,Beige,Gasolina,100,4,116131,Usado - Bom Estado,12,Manaus,AM,5319.35
433,Ford,Ranger,2024,Laranja,Gasolina,110,4,335,Novo,36,São Paulo,SP,12752.93
434,Toyota,Corolla,2012,Prata,Flex,200,4,303399,Usado - Regular,0,Curitiba,PR,4000.0
435,Toyota,Yaris,2019,Cinza,Elétrico,120,4,37,Novo,0,Curitiba,PR,18930.53
436,Fiat,Doblo,2022,Azul,Diesel,100,2,480,Novo,12,Belém,PA,9141.56
437,Toyota,Camry,2017,Azul,Híbrido,150,5,39706,Usado - Como Novo,36,Florianópolis,SC,13116.3
438,Nissan,Leaf,2023,Marrom,Diesel,100,4,276144,Usado - Regular,36,Goiânia,GO,4000.0
439,Fiat,Punto,2013,Verde,Gasolina,75,5,65196,Usado - Bom Estado,48,Porto Alegre,RS,4000.0
440,Toyota,Yaris,2015,Branco,Diesel,120,4,17,Novo,0,Recife,PE,12914.67
441,Toyota,Corolla,2015,Branco,Diesel,180,2,25691,Usado - Como Novo,0,Manaus,AM,9531.32
442,Audi,A3,2020,Prata,Diesel,200,2,439,Novo,24,Manaus,AM,49703.65
443,Hyundai,Tucson,2020,Preto,Elétrico,130,4,395,Novo,0,Fortaleza,CE,13942.39
444,Hyundai,HB20,2016,Preto,Híbrido,75,5,65246,Usado - Bom Estado,12,Rio de Janeiro,RJ,5375.36
445,Nissan,Leaf,2023,Preto,Flex,150,5,9710,Usado - Como Novo,24,Goiânia,GO,10957.59
446,BMW,X3,2014,Vermelho,Flex,300,5,51324,Usado - Bom Estado,6,Florianópolis,SC,26067.65
447,Audi,Q5,2012,Branco,Diesel,230,4,6505,Usado - Como Novo,24,Fortaleza,CE,27653.74
448,Fiat,Doblo,2017,Marrom,Gasolina,110,4,85308,Usado - Bom Estado,48,São Paulo,SP,4000.0
449,Hyundai,i30,2019,Laranja,Diesel,60,4,17767,Usado - Como Novo,0,Porto Alegre,RS,8372.87
450,Toyota,Corolla,2012,Azul,Gasolina,120,2,28816,Usado - Como Novo,6,Goiânia,GO,7115.46
451,Nissan,March,2022,Azul,Gasolina,85,2,117783,Usado - Bom Estado,36,Curitiba,PR,5220.4
452,Chevrolet,Equinox,2012,Laranja,Flex,130,4,365,Novo,6,Rio de Janeiro,RJ,7309.42
453,Hyundai,Creta,2022,Azul,Diesel,60,4,25230,Usado - Como Novo,24,Florianópolis,SC,9166.93
454,Mercedes,E 350,2018,Verde,Flex,280,4,334,Novo,36,São Paulo,SP,48055.97
455,Toyota,Yaris,2018,Branco,Diesel,150,4,73155,Usado - Bom Estado,6,São Paulo,SP,8733.65
456,Chevrolet,Malibu,2013,Branco,Híbrido,100,4,472,Novo,36,São Paulo,SP,8221.95
457,Toyota,RAV4,2014,Vermelho,Flex,80,4,26814,Usado - Como Novo,36,Salvador,BA,8608.6
458,Hyundai,i30,2013,Verde,Flex,100,4,57418,Usado - Bom Estado,48,Florianópolis,SC,5050.04
459,Toyota,Camry,2017,Prata,Flex,180,2,64270,Usado - Bom Estado,12,Fortaleza,CE,7627.15
460,Toyota,Yaris,2024,Branco,Gasolina,100,4,46328,Usado - Bom Estado,12,Fortaleza,CE,10537.53
461,Toyota,Hilux,2024,Laranja,Flex,100,4,343,Novo,36,Porto Alegre,RS,20043.31
462,Ford,Focus,2019,Laranja,Gasolina,85,4,40693,Usado - Bom Estado,48,São Paulo,SP,6233.05
463,Fiat,Uno,2019,Laranja,Gasolina,130,5,89253,Usado - Bom Estado,24,Florianópolis,SC,4529.18
464,Chevrolet,Trax,2012,Laranja,Flex,150,4,85313,Usado - Bom Estado,0,Porto Alegre,RS,4108.79
465,Audi,A4,2022,Preto,Diesel,200,4,72839,Usado - Bom Estado,12,Curitiba,PR,35944.06
466,Hyundai,HB20,2020,Vermelho,Híbrido,60,4,76671,Usado - Bom Estado,0,Belo Horizonte,MG,6969.47
467,Volkswagen,Fox,2022,Preto,Flex,110,2,69248,Usado - Bom Estado,0,Salvador,BA,7578.79
468,Kia,Soul,2019,Beige,Elétrico,150,2,90585,Usado - Bom Estado,6,Fortaleza,CE,6915.23
469,Honda,CR-V,2020,Prata,Flex,80,4,207466,Usado - Regular,12,Florianópolis,SC,4000.0
470,Audi,TT,2024,Laranja,Flex,320,4,49894,Usado - Bom Estado,48,Salvador,BA,43583.91
471,Toyota,RAV4,2025,Beige,Gasolina,150,4,112226,Usado - Bom Estado,12,Salvador,BA,9614.57
472,Audi,TT,2024,Verde,Flex,230,5,24803,Usado - Como Novo,48,Goiânia,GO,56026.67
473,Toyota,Hilux,2020,Laranja,Flex,100,4,53074,Usado - Bom Estado,36,São Paulo,SP,9836.71
474,Mercedes,GLA 200,2022,Verde,Flex,320,4,445,Novo,6,Rio de Janeiro,RJ,60619.1
475,Chevrolet,S10,2023,Beige,Híbrido,85,5,16970,Usado - Como Novo,36,Rio de Janeiro,RJ,10094.58
476,Audi,A3,2017,Laranja,Flex,200,2,378,Novo,12,Rio de Janeiro,RJ,41386.21
477,Toyota,RAV4,2014,Branco,Elétrico,180,4,34133,Usado - Como Novo,24,Goiânia,GO,12315.59
478,Chevrolet,Malibu,2012,Vermelho,Diesel,60,4,164,Novo,24,São Paulo,SP,7129.17
479,Audi,TT,2022,Vermelho,Flex,320,5,62999,Usado - Bom Estado,48,Goiânia,GO,37951.67
480,Chevrolet,Equinox,2019,Azul,Flex,75,5,1117,Usado - Como Novo,0,Recife,PE,7665.02
481,Ford,Ranger,2021,Verde,Flex,75,4,115246,Usado - Bom Estado,12,São Paulo,SP,5925.15
482,Fiat,Palio,2014,Marrom,Flex,75,4,14719,Usado - Como Novo,0,Recife,PE,4472.73
483,Hyundai,Tucson,2024,Branco,Flex,150,2,329766,Usado - Regular,6,São Paulo,SP,4000.0
484,Ford,Ecosport,2018,Cinza,Flex,110,4,7935,Usado - Como Novo,0,Goiânia,GO,7889.97
485,Chevrolet,Onix,2024,Laranja,Flex,100,4,58908,Usado - Bom Estado,48,Belo Horizonte,MG,6872.02
486,Mercedes,A 200,2021,Marrom,Flex,320,4,23414,Usado - Como Novo,6,Belém,PA,40079.0
487,Toyota,Corolla,2017,Verde,Gasolina,80,4,15302,Usado - Como Novo,36,Recife,PE,10440.27
488,Volkswagen,Tiguan,2014,Preto,Flex,130,4,60707,Usado - Bom Estado,36,Rio de Janeiro,RJ,5291.59
489,BMW,320i,2017,Beige,Híbrido,230,4,21052,Usado - Como Novo,0,Salvador,BA,44372.89
490,Mercedes,E 350,2023,Azul,Flex,150,4,90704,Usado - Bom Estado,0,Recife,PE,27465.69
491,Hyundai,Creta,2014,Preto,Diesel,150,2,12021,Usado - Como Novo,12,Florianópolis,SC,7512.73
